Datas,Motivo,Valor ($),Volume (T),NS K$,Markets,Products,SOG,KPI,Source,Owner,Motivo_Index,Meta ($)
2023-03-15 21:43:03.783783784,A&P Spent,5127.98,3702.5,2879.69,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-03-16 15:16:45.405405406,Volume of inno,7028.25,1175.95,1291.34,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-03-17 08:50:27.027027027,Avg FSP,262.47,7380.29,6144.73,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-03-18 02:24:08.648648649,Avg RSP (standard price),1273.05,5253.14,6065.75,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-03-18 19:57:50.270270271,Distribution - DV,6783.41,8369.89,6929.61,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-19 13:31:31.891891892,Avg FSP,6275.59,6217.7,5291.54,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-03-20 07:05:13.513513514,Avg FSP,9179.11,2210.77,6920.05,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-03-21 00:38:55.135135136,Avg RSP (standard price),3312.79,4619.96,3029.49,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-03-21 18:12:36.756756757,A&P Spent,3251.3,6925.08,5142.18,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-03-22 11:46:18.378378379,Distribution - DV,3389.05,1994.48,6482.84,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-23 05:20:00.000000000,Share of Display,7570.53,5890.84,3069.01,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-03-23 22:53:41.621621622,Avg FSP,7386.9,5596.48,599.23,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-03-24 16:27:23.243243244,Avg FSP,1402.51,8021.69,1428.12,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-03-25 10:01:04.864864865,Share of Display,8422.94,7577.44,522.96,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-03-26 03:34:46.486486487,Distribution - DV,3132.85,6796.0,1002.21,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-26 21:08:28.108108108,A&P Spent,6436.61,6655.38,6584.97,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-03-27 14:42:09.729729730,Distribution - DV,3835.42,7355.78,6692.1,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-28 08:15:51.351351352,Distribution - DV,8791.09,3458.37,5138.64,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-29 01:49:32.972972973,Distribution - DV,1709.1,7083.95,869.41,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-03-29 19:23:14.594594595,Avg RSP (standard price),481.6,6733.96,1544.19,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-03-30 12:56:56.216216217,Volume of inno,3609.28,2132.59,5998.65,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-03-31 06:30:37.837837838,Avg RSP (standard price),2880.77,7662.6,5486.26,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-01 00:04:19.459459460,Volume of inno,1026.09,5452.53,3603.09,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-01 17:38:01.081081082,Market trend L12W,3126.01,2414.75,7008.95,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-04-02 11:11:42.702702703,A&P Spent,959.15,6062.72,6153.41,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-04-03 04:45:24.324324325,Avg RSP (standard price),691.83,3064.55,1203.72,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-03 22:19:05.945945946,Share of Display,2652.37,4775.18,1866.88,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-04-04 15:52:47.567567568,Avg RSP (standard price),6569.96,4954.77,3937.69,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-05 09:26:29.189189190,Volume of inno,4941.15,5724.05,1716.96,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-06 03:00:10.810810811,Volume of inno,2361.79,4394.9,1530.96,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-06 20:33:52.432432433,Avg FSP,4096.8,7577.64,4651.16,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-04-07 14:07:34.054054054,Market trend L12W,3379.2,1948.66,7757.7,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-04-08 07:41:15.675675676,Volume of inno,3265.17,4039.92,3948.02,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-09 01:14:57.297297298,Distribution - DV,1734.06,3718.63,9575.99,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-04-09 18:48:38.918918919,Volume of inno,8044.04,5878.78,3564.22,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-10 12:22:20.540540541,Volume of inno,2382.08,3670.99,7884.63,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-11 05:56:02.162162163,Market trend L12W,3952.14,4323.57,5038.99,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-04-11 23:29:43.783783784,Avg RSP (standard price),1710.17,2251.79,1359.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-12 17:03:25.405405406,A&P Spent,4545.89,6482.95,9319.48,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-04-13 10:37:07.027027028,Market trend L12W,1824.24,8210.8,1293.87,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-04-14 04:10:48.648648649,Avg FSP,1843.29,270.2,1803.1,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-04-14 21:44:30.270270271,Avg RSP (standard price),2236.59,6309.01,7325.41,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-15 15:18:11.891891892,Market trend L12W,8674.37,2356.61,5447.89,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-04-16 08:51:53.513513514,Avg FSP,1800.81,4086.92,1519.79,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-04-17 02:25:35.135135136,Share of Display,2909.3,4047.36,1087.08,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-04-17 19:59:16.756756758,Share of Display,6935.78,6811.27,5156.9,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-04-18 13:32:58.378378378,Avg FSP,8353.29,6709.99,3609.1,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-04-19 07:06:40.000000000,A&P Spent,6147.82,5796.01,5713.88,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-04-20 00:40:21.621621622,Share of Display,895.57,6652.22,6819.15,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-04-20 18:14:03.243243244,Distribution - DV,3299.83,5438.34,3903.17,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-04-21 11:47:44.864864866,Volume of inno,3808.22,4364.63,883.96,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-22 05:21:26.486486488,Avg RSP (standard price),8436.05,6826.75,7308.13,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-22 22:55:08.108108108,Distribution - DV,6535.77,4728.79,7770.01,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-04-23 16:28:49.729729730,Distribution - DV,6542.62,2959.02,8340.31,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-04-24 10:02:31.351351352,A&P Spent,260.81,1366.97,6073.64,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-04-25 03:36:12.972972974,A&P Spent,5621.06,8609.37,955.23,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-04-25 21:09:54.594594596,Volume of inno,6248.79,133.03,8190.7,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-26 14:43:36.216216216,Volume of inno,7279.43,4820.42,5823.09,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-27 08:17:17.837837838,Volume of inno,2605.36,8336.01,4792.79,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-04-28 01:50:59.459459460,Share of Display,2733.74,5484.42,2090.29,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-04-28 19:24:41.081081082,Avg FSP,3731.27,8145.34,8664.57,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-04-29 12:58:22.702702704,Avg RSP (standard price),1477.28,5684.59,6996.7,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-04-30 06:32:04.324324324,Avg RSP (standard price),5377.61,3519.17,324.02,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-05-01 00:05:45.945945946,Share of Display,6412.27,2248.06,1869.88,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-05-01 17:39:27.567567568,Market trend L12W,2885.75,2150.45,4906.62,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-02 11:13:09.189189190,Avg RSP (standard price),7460.88,427.52,3665.12,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-05-03 04:46:50.810810812,Volume of inno,1087.64,6811.33,6501.55,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-05-03 22:20:32.432432432,Market trend L12W,4676.96,3216.02,5168.44,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-04 15:54:14.054054054,Avg FSP,8409.99,7566.77,4469.46,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-05-05 09:27:55.675675676,A&P Spent,343.28,1496.38,6424.67,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-06 03:01:37.297297298,Market trend L12W,6502.94,7228.49,1330.7,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-06 20:35:18.918918920,A&P Spent,3591.76,2281.69,4357.85,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-07 14:09:00.540540542,Volume of inno,5716.09,3183.09,7637.33,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-05-08 07:42:42.162162162,A&P Spent,5623.79,750.63,8002.16,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-09 01:16:23.783783784,A&P Spent,6855.37,4798.56,6857.81,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-09 18:50:05.405405406,Share of Display,5629.41,2416.89,4890.82,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-05-10 12:23:47.027027028,Distribution - DV,4967.47,3247.97,5216.01,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-05-11 05:57:28.648648650,Distribution - DV,2843.41,2190.82,8181.61,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-05-11 23:31:10.270270270,Volume of inno,3027.63,8547.13,2725.96,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-05-12 17:04:51.891891892,Avg FSP,228.35,8980.53,2920.47,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-05-13 10:38:33.513513514,A&P Spent,2508.99,1204.63,7526.25,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-14 04:12:15.135135136,Distribution - DV,9017.22,3457.75,7810.31,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-05-14 21:45:56.756756758,A&P Spent,6333.12,8518.88,8482.9,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-15 15:19:38.378378380,A&P Spent,1228.77,1226.37,7957.45,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-16 08:53:20.000000000,Market trend L12W,4363.22,4314.61,4250.84,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-17 02:27:01.621621622,Market trend L12W,392.76,2759.76,4174.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-17 20:00:43.243243244,Share of Display,8478.88,1498.24,6037.63,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-05-18 13:34:24.864864866,A&P Spent,7004.57,5199.06,6549.65,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-05-19 07:08:06.486486488,Market trend L12W,4834.31,9692.72,6121.39,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-05-20 00:41:48.108108108,Distribution - DV,2901.41,5481.08,8074.85,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-05-20 18:15:29.729729730,Avg FSP,1838.2,5867.56,8466.84,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-05-21 11:49:11.351351352,Avg RSP (standard price),5844.57,9928.39,8607.76,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-05-22 05:22:52.972972974,Avg RSP (standard price),1437.14,244.59,963.46,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
